"CrashDate","CrashYear","CrashMonth","CrashDay","CrashTime","LightCondition","Weather","County","CityVillageTownshipName","Lat","Long","PedestrianRelated","BicycleRelated","Narrative"
2018-05-30,2018,5,30,21:32:00,"Dark - Lighted Roadway","Clear","Franklin County","Columbus",39.95466,-82.83852,TRUE,FALSE,"Reporting officers responded to an injury accident where a pedestrian was struck. CFD Engine 5 pronounced the pedestrian deceased at 9:37PM. AIU responded and processed the scene.  The pedestrian; Unit #1; was facing northbound in the middle of the westbound lanes of E. Main St. when he was struck by Unit #2 heading westbound on E. Main St. towards McNaughten Rd.  Unit #2 failed to stop at the scene; nor did he report the accident to authorities.  Unit #2 was located in the area approximately 15 minutes later by law enforcement."
2018-05-10,2018,5,10,02:29:00,"Dark - Lighted Roadway","Rain","Montgomery County","Harrison (Township of)",39.801427,-84.219358,TRUE,FALSE,"Unit 1; Pedestrian was southbound on northbound curb of SR48 and when at approximately 105ft south of Wampler Ave attempted to cross roadway and was struck by Unknown Unit 2 who was northbound on SR48 in the right northbound lane. Unit 1 fell onto pavement in the left southbound lane of travel and was struck by Unit 3 then by Unknown Unit 4. Units 2 and 4 fled the area; while Unit 3 remained on scene and called 911.Incident remains under investigation by the Montgomery County Sheriff's Office Traffic Services Unit"
2018-06-05,2018,6,5,14:50:00,"Daylight","Cloudy","Hancock County","Findlay",41.0828,-83.64865,TRUE,FALSE,"Unit 1 a 2017 Freightliner bearing Indiana 2675659 with a 53 ft. empty trailer was backing west into dock door #41 of building B on the east side of 3441 N. Main St. (Valfilm).  Unit 1 failed to notice an employee of  Valfilm working on the dock lock mechanism while backing and struck the worker; pinning him between the truck and dock.  The worker sustained fatal injuries and was pronounced deceased at the scene."
2018-05-27,2018,5,27,18:11:00,"Daylight","Clear","Wood County","Perrysburg",41.532356,-83.631706,TRUE,FALSE,"Unit 1 was merging onto IR 475 southbound from SR 25. Unit 2 ( a pedestrian ) was walking east on the ramp from SR 25 to IR 475.  Unit 1 went off the right side of the roadway and into the shoulder area; striking Unit 2.  Unit 1 drove through the ditch before coming to final rest.  Unit 2 came to rest in the roadway.**Supplemented on 10/15/2018 with the drug and alcohol results for the driver of Unit #1****Supplemented on 12/5/2018 with drug and alcohol results for Unit #2**"
2018-05-21,2018,5,21,01:29:00,"Dark - Lighted Roadway","Clear","Ross County","Scioto (Township of)",39.345556,-82.976394,TRUE,FALSE,"Unit 1 was traveling southbound on State Route 159. Unit 2 was walking eastbound across State Route 159. Unit 2 was struck by Unit 1.Supplement 08/03/18Tests results were added from Mr. Roof and Mr. Novak."
2018-05-25,2018,5,25,05:25:00,"Dark - Roadway Not Lighted","Clear","Ross County","Scioto (Township of)",39.291778,-82.957403,TRUE,FALSE,"Unit #1 was walking in the right southbound lane of US 23. Unit #2 was traveling southbound on US 23 when it struck Unit #1. Unit #2 crossed into the left lane; then back to the right lane; before stopping on the shoulder of the roadway. *Unit #1 autopsy report supplemented on 07/26/2018.* *Victim/ Witness information for Unit #2 supplemented on 02/11/2019.*"
2018-05-20,2018,5,20,22:37:00,"Dark - Roadway Not Lighted","Cloudy","Clermont County","Batavia",39.063578,-84.111094,TRUE,FALSE,"Unit 1; a pedestrian in the roadway; was struck by Unit 2 as it was traveling westbound on Old State Route 32. Unit 3 then struck Unit 1 as it was traveling eastbound on Old State Route 32.The crash was supplemented to include the toxicology results for the drivers of Unit 2 and Unit 3."
2018-06-06,2018,6,6,12:44:00,"Daylight","Clear","Montgomery County","Dayton",39.741483,-84.165566,FALSE,TRUE,"On June 6; 2018 at approximately 1244 hours unit number one was traveling west on a bicycle in the private parking lot of 2044 Wayne Avenue and when at the intersection of Wayne Avenue and Anderson Street; failed to yield the right of way to oncoming traffic and was struck by unit number two. Unit number two was traveling northbound on Wayne Avenue in the right lane at approximately 35 miles per hour.This crash is still under investigation and will be supplemented as needed. A complete copy of the crash report may be obtained from the Dayton Police Departments Crash Reconstruction Unit; 335 W. Third St. Dayton; OH 45402 937-333-1359"
2018-06-09,2018,6,9,16:59:00,"Daylight","Clear","Franklin County","Columbus",40.07117,-83.01904,TRUE,FALSE,"A Pedestrian in a wheelchair (Unit 2) was crossing eastbound in the south crosswalk at N High St & W Kanawha Ave when Unit 1; turning left from westbound E Kanawha Ave to southbound N High St; struck Unit 2.  CFD Medic 19 pronounced the pedestrian deceased at 5:12 PM at scene.  AIU Responded to the scene."
2018-05-24,2018,5,24,14:33:00,"Daylight","Clear","Holmes County","Salt Creek (Township of)",40.623111,-81.784164,FALSE,TRUE,"U-1 was north bound on the sidewalk in Mt. Hope.  This was on the east side of CR 77.  U-2 was pulling into a alley and hit U-1 that was crossing the alley.  U-2 was headed south on CR 77 when it turned toward the east onto the alley. The alley in Mt. Hope doesn't have a name."
2018-06-04,2018,6,4,14:57:00,"Daylight","Clear","Hocking County","Green (Township of)",39.511075,-82.375419,TRUE,FALSE,"Unit #1 was northbound on SR 328. Unit #2 was stopped on SR 328 northbound. Unit #3 was a pedestrian flagging traffic. Unit #4 was a parked vehicle. Unit #1 struck unit #2 in the rear causing unit #2 to overturn and slide off the right side of the roadway. Unit #1 then struck unit #3 causing unit #3 to strike unit #4. Unit #1 crossed the center line into the opposite lane of travel before coming to final rest.The following items have been supplemented: Urine analysis from the driver of unit #1."
2018-05-28,2018,5,28,10:10:00,"Daylight","Clear","Hamilton County","CINCINNATI",39.135198,-84.505444,TRUE,FALSE,"UNIT #1 WAS S/B ON EDEN AV. ATTEMPTING TO TURN E/B ONTO M.L. KING DR.; FAILED TO YIELD TO THE PEDESTRIAN (UNIT #2) IN THE CROSSWALK AND STRUCK UNIT #2.  SUPPLEMENTAL REPORT: PLEASE CHANGE TO A FATAL; UNIT #2 HAS DIED AS A RESULT OF THE CRASH.  SUPPLEMENTAL REPORT: PLEASE CHANGE THE CHARGE TO THE DRIVER OF UNIT #1."
2018-06-01,2018,6,1,21:29:00,"Dark - Roadway Not Lighted","Clear","Medina County","Sharon (Township of)",41.144675,-81.775589,TRUE,FALSE,"Unit #1 was traveling southbound on Boneta Road (TR-0053) when it struck a pedestrian in the roadway."
2018-06-14,2018,6,14,05:05:00,"Dawn/Dusk","Clear","Ashtabula County","Saybrook (Township of)",41.814808,-80.8712,TRUE,FALSE,"Unit #1 was traveling west on SR 0084 and struck a pedestrian who was lying on the road.Supplement lab results for unit #2."
2018-06-22,2018,6,22,07:32:00,"Daylight","Cloudy","Fairfield County","Greenfield (Township of)",39.792972,-82.615881,FALSE,TRUE,"Unit #1 was westbound on TR 114/Carroll Eastern Rd. Unit #2 was southbound on State Route 158. Unit #1 failed to stop at a stop sign and was struck by Unit #2. Unit #1 overturned and the cyclist was ejected.*Additional OH-2 information supplemented 07/12/2018**Coroners report supplemented 08/11/2018*"
2018-06-23,2018,6,23,14:21:00,"Daylight","Clear","Butler County","Middletown",39.539497,-84.376922,FALSE,TRUE,"Unit 1 was traveling eastbound on Fisher Avenue. Unit 2 was traveling southbound on Sunset Street. Unit 1 failed to stop at a stop sign and was struck by Unit 2."
2018-07-04,2018,7,4,20:12:00,"Daylight","Clear","Montgomery County","Dayton",39.74936,-84.19947,TRUE,FALSE,"On July 4; 2018 at approximately 2012 hours Unit #1 (a motorcycle) was traveling east on US35 in the second lane from the center median wall; at an unknown speed; and when at mile post 35.8 failed to maintain the assured clear stopping distance ahead and collided with the rear of Unit #2 which was stopped in the second lane from the center median wall on US35 east at mile post 35.8 to recover furniture that had fallen out of the bed of Unit #2. Unit #2 was forced forward and collided with Unit #3 (a pedestrian) who was outside of Unit #2 assisting with recovering the furniture.  Unit #1 then slid off the left side of the roadway and collided with the center median wall. The rider of Unit #1 was pronounced deceased as a result of this crash.This crash is still under investigation and will be supplemented as needed.  When completed; a complete crash report may be obtained from the Dayton Police Department's Crash Reconstruction Unit; 335 W. Third St.; Dayton; OH; 45402.7-9-18: Updated Unit #1 Insurance Information"
2018-03-14,2018,3,14,06:46:00,"Dark - Roadway Not Lighted","Severe Crosswinds","Champaign County","Salem Township",40.155374,-83.745831,TRUE,FALSE,"Unit #2 was traveling northbound on US 68; when it attempted to avoid Unit #1; which was disabled from a prior crash.  Unit #2 struck Unit #1 and a pedestrian that was by Unit #1; causing the pedestrian to go airborne to final rest just northeast of the intersection. Unit #2 traveled to final rest just northwest of the intersection."
2018-06-23,2018,6,23,02:31:00,"Dark - Lighted Roadway","Cloudy","Athens County","Athens",39.3325,-82.103361,TRUE,FALSE,"Unit #1 was westbound on Carpenter St. when it struck a pedestrian lying in the road. Unit #1 then left the scene.9/27/2018  Supplemented to indicate that the driver of unit #1 was indicted by the Athens County Grand Jury on multiple counts."
2018-06-21,2018,6,21,00:42:00,"Dark - Roadway Not Lighted","Clear","Brown County","Green (Township of)",39.051211,-83.927742,FALSE,TRUE,"Unit 1; a hit-skip vehicle; was traveling northbound on US 68.  Unit 2; a bicyclist; was also traveling northbound on US 68.  Unit 1 struck unit 2.  Due to this impact; the rider of unit 2 was thrown into the southbound lane of US 68.  Moments later; southbound unit 3 struck the rider of unit 2.**07/12/2018 - OH-2 diagram was added / supplemented.**09/07/2018- Toxicology from Coroners report supplemented."
2018-07-15,2018,7,15,23:07:00,"Dark - Lighted Roadway","Clear","Lucas County","TOLEDO",41.658696,-83.57409,TRUE,FALSE,"Unit 1 was traveling S/B on N. Detroit Ave; approaching Prospect Ave; in the right lane. Unit 2 was standing on the Northeast corner of N. Detroit Ave and Prospect Ave. Unit 2 at some point began to run on foot across N. Detroit into the path of Unit 1. Unit 1 then struck Unit 2 and drug him several feet before coming to rest near the intersection of N. Detroit and Foster. Mr. Good was transported to Toledo Hospital by the Toledo Fire Department where he was later pronounced deceased."
2018-07-14,2018,7,14,22:10:00,"Dark - Lighted Roadway","Clear","Stark County","Canton (Township of)",40.758802,-81.318441,TRUE,FALSE,"Unit 1 was traveling west on Mapleton St SE.  Brianna Lilly was walking on Mapleton St SE when unit 1 struck her and fled the scene."
2018-07-26,2018,7,26,00:09:00,"Dark - Lighted Roadway","Clear","Lucas County","TOLEDO",41.64885,-83.541249,FALSE,TRUE,"Unit 1 was traveling N/B on S. Erie approaching Washington. Unit 2 was traveling E/B on Washington approaching S. Erie on a bicycle. Unit 1 had the green light and started to proceed through the intersection; when Unit 2 failed to stop for a red light and went into the path of Unit 1 causing a collision. Talley was transported to St. Vincent's hospital with serious injuries. Several witnesses on scene stated Unit 1 had the green light.   Unit 1 trailer ILL T527955"
2018-07-27,2018,7,27,10:18:00,"Daylight","Clear","Union County","Darby (Township of)",40.195503,-83.340236,FALSE,TRUE,"Unit #1 was northbound on CR 55 approaching SR 161.  Unit #2 was eastbound on SR 161.  Unit # 1 failed to stop at the stop sign and was struck by Unit #2.*Toxicology is being supplemented for the driver of unit #1."
2018-07-17,2018,7,17,03:30:00,"Dark - Roadway Not Lighted","Clear","Ottawa County","Harris (Township of)",41.474914,-83.331922,TRUE,FALSE,"Unit# 1 was eastbound on the Ohio Turnpike I.R. 80  when it struck Unit# 2 (pedestrian)  that was along  the roadway.*** Crash was supplemented to show toxicology report for driver of Unit# 1 and Unit# 2; also cause of death for autopsy report for Mr. Williams.***"
2018-08-03,2018,8,3,01:39:00,"Dark - Lighted Roadway","Clear","Hamilton County","CINCINNATI",39.137598,-84.577527,TRUE,FALSE,"UNIT 1 (PEDESTRIAN) WAS S/B CROSSING HARRISON AVE.  UNIT 2 WAS W/B ON HARRISON AVE.  UNIT 1 WAS IMPROPERLY IN THE ROADWAY; CAUSING UNIT 2 TO STRIKE UNIT 1.  UNIT 1 SUFFERED FATAL INJURIES AND WAS PRONOUNCED DECEASED AT THE SCENE.  UNIT 2 WAS UNINJURED IN THE CRASH."
2018-08-05,2018,8,5,04:21:00,"Dark - Roadway Not Lighted","Clear","Franklin County","Columbus",39.93179,-82.908379,TRUE,FALSE,"Unit 1; a pedestrian; was walking eastbound on the westbound median yellow line of IR-70 at mile marker 105.8.    Unit 2 was driving westbound IR-70 just east of James Road when unit 2 clipped unit 1 with the left side of his vehicle.   Unit 1 was transported to Grant Medical Center in critical condition by CFD Medic 815 but passed away from his injuries at 7:46am.  Both witnesses were driving semis and observed unit 1 walking in the median and most of the collision."
2018-08-04,2018,8,4,02:30:00,"Dark - Lighted Roadway","Clear","Franklin County","Columbus",39.93361,-82.96451,TRUE,FALSE,"Officers were dispatched to the location of 1569 Lockbourne Rd. on the report of Unit #1 in the roadway bleeding.  The caller stated Unit #1 was not responsive and believed to be dead.  Medics arrived on scene and pronounced Unit #1 dead at scene.  AIU responded and processed the scene."
2018-08-07,2018,8,7,21:13:00,"Dark - Lighted Roadway","Rain","Stark County","CANTON",40.830448,-81.34583,TRUE,FALSE,"Unit 1 was traveling EB on Mill St SE and struck unit 2 who was walking WB on Mill St SE in the eastbound lane."
2018-07-27,2018,7,27,23:01:00,"Dark - Roadway Not Lighted","Clear","Pickaway County","Scioto (Township of)",39.7924,-83.033267,TRUE,FALSE,"Unit 1 was northbound on State Route 104 north of State Route 762. Unit 2; a male pedestrian; was walking in the northbound lane of State Route 104 and was struck by Unit 1. Unit 2 was pronounced deceased at the scene by the Pickaway County Coroner.Crash supplemented for test results that were received by the Pickaway County Coroners Office Case # 18-000038. Results are the following :  0.145% +ETOH and positive +THC.Crash supplemented for test results received by the OSP Crime Lab for Unit 1. Results are the following : Positive Marijuana Metabolite greater than 200 ng/mlStill pending OH-2 Measurements from Crash Reconstruction."
2018-07-30,2018,7,30,06:31:00,"Dark - Lighted Roadway","Cloudy","Butler County","Middletown",39.5171,-84.358161,TRUE,FALSE,"Unit # 1 was eastbound on Central Avenue; stopped in the roadway with safety lights activated.  Unit # 2; the driver of Unit # 1; was in the process of collecting trash outside the rear of the vehicle.  Unit # 3 was eastbound on Central Avenue and struck Unit # 1 and Unit # 2."
2018-08-13,2018,8,13,13:16:00,"Daylight","Clear","Franklin County","Columbus",40.05306,-82.99801,TRUE,FALSE,"Unit #2 was southbound on I-71 just north of Cooke Rd.; in the far right lane.  Unknown pedestrian Unit #1 was struck by Unit #2 after walking out from in front of a small blue vehicle (Ohio License HLP-4797).  Unit #1 was transported to Grant Hospital by CFD Medic #13 and was pronounced deceased as a result of the injuries.  **Update**  Unknown pedestrian has been identified as Michael Edward Fowle; age 32; of Worthington; Ohio."
